Sentence,Word,POS,Tag
,£,PROPN,O
,),PUNCT,O
,"3,500.00",NUM,PO-U
,.,PUNCT,O
2736,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"7,634.23",NUM,B-U
,.,PUNCT,O
2737,Date,NOUN,O
,18,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2738,Description,NOUN,O
,TESCO,PROPN,PDE-B
,STORE,NOUN,PDE-I
,2082,NUM,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-L
,.,PUNCT,O
2739,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
2740,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2741,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,21.89,NUM,PO-U
,.,PUNCT,O
2742,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"7,612.34",NUM,B-U
,.,PUNCT,O
2743,Date,NOUN,O
,19,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2744,Description,NOUN,O
,BCARD1477799170220,PROPN,PDE-B
,BW2129093986104800,VERB,PDE-I
,200000,NUM,PDE-L
,Type,NOUN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
2745,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,399.85,NUM,PI-U
,.,PUNCT,O
2746,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2747,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"8,012.19",NUM,B-U
,.,PUNCT,O
2748,Date,NOUN,O
,19,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2749,Description,NOUN,O
,TESCO,PROPN,PDE-B
,STORE,NOUN,PDE-I
,2082,NUM,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-L
,.,PUNCT,O
2750,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
2751,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2752,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,25.60,NUM,PO-U
,.,PUNCT,O
2753,Balance,NOUN,O
,(,PUNCT,O
,£,NOUN,O
,),PUNCT,O
,"7,986.59",NUM,B-U
,.,PUNCT,O
2754,(,PUNCT,O
,Continued,VERB,O
,on,ADP,O
,next,ADJ,O
,page,NOUN,O
,),PUNCT,O
,Page,NOUN,O
,4,NUM,O
,of,ADP,O
,5,NUM,O
,logo,NOUN,O
,",",PUNCT,O
,Lloyds,PROPN,O
,Bank,PROPN,O
,.,PUNCT,O
2755,06,NUM,ID-B
,October,PROPN,ID-I
,2020,NUM,ID-L
,Lloyds,PROPN,O
,Bank,PROPN,O
,plc,PROPN,O
,.,PUNCT,O
2756,Registered,PROPN,O
,Office,PROPN,O
,:,PUNCT,O
,25,NUM,O
,Gresham,PROPN,O
,Street,PROPN,O
,",",PUNCT,O
,London,PROPN,O
,EC2V,NOUN,O
,7HN,NUM,O
,.,PUNCT,O
2757,Registered,VERB,O
,in,ADP,O
,England,PROPN,O
,and,CCONJ,O
,Wales,PROPN,O
,no,INTJ,O
,.,PUNCT,O
2758,2065,NUM,O
,.,PUNCT,O
2759,Authorised,VERB,O
,by,ADP,O
,the,DET,O
,Prudential,PROPN,O
,Regulation,PROPN,O
,Authority,PROPN,O
,and,CCONJ,O
,regulated,VERB,O
,by,ADP,O
,the,DET,O
,Financial,PROPN,O
,Conduct,PROPN,O
,Authority,PROPN,O
,and,CCONJ,O
,the,DET,O
,Prudential,PROPN,O
,Regulation,PROPN,O
,Authority,PROPN,O
,under,ADP,O
,Registration,PROPN,O
,Number,PROPN,O
,119278,NUM,O
,.,PUNCT,O
,BUSINESS,PROPN,O
,ACCOUNT,PROPN,O
,Sort,PROPN,O
,Code,PROPN,O
,30,NUM,SC-U
,-,SYM,SC-U
,90,NUM,SC-U
,-,PUNCT,SC-U
,90,NUM,SC-U
2760,Account,NOUN,O
,Number,PROPN,O
,31207668,NUM,ANU-U
,Your,DET,O
,Transactions,PROPN,O
,Column,PROPN,O
,Date,PROPN,O
,.,PUNCT,O
2761,Column,PROPN,O
,Description,PROPN,O
,.,PUNCT,O
2762,Column,PROPN,O
,Type,PROPN,O
,.,PUNCT,O
2763,Column,NOUN,O
,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,.,PUNCT,O
2764,Column,NOUN,O
,Money,NOUN,O
,Out,ADV,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,.,PUNCT,O
2765,Column,PROPN,O
,Balance,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,.,PUNCT,O
2766,Date,NOUN,O
,19,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2767,Description,NOUN,O
,MAKRO,PROPN,PDE-B
,SELF,NOUN,PDE-I
,SERVICE,NOUN,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-L
,.,PUNCT,O
2768,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
2769,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2770,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,123.75,NUM,PO-U
,.,PUNCT,O
2771,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"7,862.84",NUM,B-U
,.,PUNCT,O
2772,Date,NOUN,O
,20,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2773,Description,NOUN,O
,BCARD1477799180220,PROPN,PDE-B
,BW2131631390104900,NOUN,PDE-I
,200000,NUM,PDE-L
,Type,PROPN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
2774,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,349.10,NUM,PI-U
,.,PUNCT,O
2775,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2776,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"8,211.94",X,B-U
,.,PUNCT,O
2777,Date,NOUN,O
,21,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2778,Description,NOUN,O
,JUST,ADV,PDE-B
,EAT.CO.UK,NOUN,PDE-I
,ACC,PROPN,PDE-I
,JEAT3729020,PROPN,PDE-L
,-,PUNCT,PDE-L
,566064,PROPN,PDE-L
,.,PUNCT,O
2779,Type,VERB,O
,BGC,NOUN,PT-U
,.,PUNCT,O
2780,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"3,161.75",NUM,PI-U
,.,PUNCT,O
2781,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2782,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"11,373.69",NUM,B-U
,.,PUNCT,O
2783,Date,NOUN,O
,21,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2784,Description,NOUN,O
,BCARD1477799190220,PROPN,PDE-B
,BW2134162159605000,CCONJ,PDE-I
,200000,NUM,PDE-L
,Type,NOUN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
2785,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,462.75,NUM,PI-U
,.,PUNCT,O
2786,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2787,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"11,836.44",NUM,B-U
,.,PUNCT,O
2788,Date,NOUN,O
,21,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2789,Description,NOUN,O
,TOWN,PROPN,PDE-B
,SQ,PROPN,PDE-I
,BASILDON,PROPN,PDE-I
,CD,PROPN,PDE-I
,0616,NUM,PDE-I
,21FEB20,NUM,PDE-I
,.,PUNCT,PDE-L
,Type,NOUN,O
,DEB,PROPN,PT-U
,.,PUNCT,O
2790,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2791,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"2,000.00",NUM,PO-U
,.,PUNCT,O
2792,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"9,836.44",NUM,B-U
,.,PUNCT,O
2793,Date,NOUN,O
,21,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2794,Description,NOUN,O
,TOWN,PROPN,PDE-B
,SQ,PROPN,PDE-I
,BASILDON,PROPN,PDE-I
,CD,PROPN,PDE-I
,0616,NUM,PDE-I
,21FEB20,NUM,PDE-I
,.,PUNCT,PDE-L
,Type,NOUN,O
,DEB,PROPN,PT-U
,.,PUNCT,O
2795,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2796,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,250.00,NUM,PO-U
,.,PUNCT,O
2797,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"9,586.44",NUM,B-U
,.,PUNCT,O
2798,Date,NOUN,O
,21,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2799,Description,NOUN,O
,TESCO,PROPN,PDE-B
,STORE,NOUN,PDE-I
,2082,NUM,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-L
,.,PUNCT,O
2800,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
2801,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2802,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,37.10,NUM,PO-U
,.,PUNCT,O
2803,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"9,549.34",NUM,B-U
,.,PUNCT,O
2804,Date,NOUN,O
,24,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2805,Description,NOUN,O
,TESCO,PROPN,PDE-B
,STORE,NOUN,PDE-I
,2082,NUM,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-I
,23FEB20,NUM,PDE-L
,.,PUNCT,O
2806,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
2807,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2808,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,41.45,NUM,PO-U
,.,PUNCT,O
2809,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"9,507.89",NUM,B-U
,.,PUNCT,O
2810,Date,NOUN,O
,24,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2811,Description,NOUN,O
,ABIS,PROPN,PDE-B
,KEBAB,PROPN,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-I
,23FEB20,NUM,PDE-L
,.,PUNCT,O
2812,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
2813,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2814,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"3,388.38",NUM,PO-U
,.,PUNCT,O
2815,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"6,119.51",NUM,B-U
,.,PUNCT,O
2816,Date,NOUN,O
,24,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2817,Description,NOUN,O
,TP,PROPN,PDE-B
,LTD,PROPN,PDE-I
,/,SYM,PDE-I
,PAYZONE,PROPN,PDE-I
,TPL82028,NOUN,PDE-I
,-,PUNCT,PDE-I
,1,NUM,PDE-I
,0050417,NUM,PDE-I
,.,PUNCT,PDE-L
,Type,VERB,O
,DD,PROPN,PT-U
,.,PUNCT,O
2818,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2819,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,36.00,NUM,PO-U
,.,PUNCT,O
2820,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"6,083.51",NUM,B-U
,.,PUNCT,O
2821,Date,NOUN,O
,24,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2822,Description,NOUN,O
,BCARD1477799200220,PROPN,PDE-B
,BW2136712982005100,PROPN,PDE-I
,200000,NUM,PDE-L
,Type,NOUN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
2823,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,453.70,NUM,PI-U
,.,PUNCT,O
2824,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2825,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"6,537.21",NUM,B-U
,.,PUNCT,O
2826,Date,NOUN,O
,24,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2827,Description,NOUN,O
,FLIPDISH,PROPN,PDE-B
,LTD,PROPN,PDE-I
,6408,NUM,PDE-I
,FDISH200224,PROPN,PDE-L
,Type,PROPN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
2828,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,122.88,NUM,PI-U
,.,PUNCT,O
2829,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2830,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"6,660.09",NUM,B-U
,.,PUNCT,O
2831,Date,NOUN,O
,24,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2832,Description,NOUN,O
,TESCO,PROPN,PDE-B
,STORE,NOUN,PDE-I
,2082,NUM,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-L
,.,PUNCT,O
2833,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
2834,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2835,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,24.21,NUM,PO-U
,.,PUNCT,O
2836,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"6,635.88",NUM,B-U
,.,PUNCT,O
2837,Date,NOUN,O
,25,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2838,Description,NOUN,O
,BCARD1477799210220,PROPN,PDE-B
,BW2139361605705200,NOUN,PDE-I
,200000,NUM,PDE-L
,Type,PROPN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
2839,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,362.30,NUM,PI-U
,.,PUNCT,O
2840,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2841,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"6,998.18",NUM,B-U
,.,PUNCT,O
2842,Date,NOUN,O
,25,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2843,Description,NOUN,O
,BCARD1477799220220,PROPN,PDE-B
,BW2142127187005300,PROPN,PDE-I
,200000,NUM,PDE-L
,Type,PROPN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
2844,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,599.20,NUM,PI-U
,.,PUNCT,O
2845,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2846,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"7,597.38",NUM,B-U
,.,PUNCT,O
2847,Date,NOUN,O
,25,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2848,Description,NOUN,O
,BCARD1477799230220,ADV,PDE-B
,BW2144774481105400,NOUN,PDE-I
,200000,NUM,PDE-L
,Type,NOUN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
2849,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,587.80,NUM,PI-U
,.,PUNCT,O
2850,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2851,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"8,185.18",NUM,B-U
,.,PUNCT,O
2852,Date,NOUN,O
,25,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2853,Description,NOUN,O
,TESCO,PROPN,PDE-B
,PFS,PROPN,PDE-I
,3987,NUM,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-L
,.,PUNCT,O
2854,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
2855,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2856,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,48.00,NUM,PO-U
,.,PUNCT,O
2857,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"8,137.18",NUM,B-U
,.,PUNCT,O
2858,Date,NOUN,O
,25,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2859,Description,NOUN,O
,ABIS,PROPN,PDE-B
,KEBAB,PROPN,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-L
,.,PUNCT,O
2860,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
2861,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2862,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,52.46,NUM,PO-U
,.,PUNCT,O
2863,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"8,084.72",NUM,B-U
,.,PUNCT,O
2864,Date,NOUN,O
,25,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2865,Description,NOUN,O
,JJ,PROPN,PDE-B
,FOOD,PROPN,PDE-I
,SERVICE,PROPN,PDE-I
,-,PUNCT,PDE-I
,CD,PROPN,PDE-I
,0616,NUM,PDE-L
,.,PUNCT,O
2866,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
2867,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2868,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,61.93,NUM,PO-U
,.,PUNCT,O
2869,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"8,022.79",NUM,B-U
,.,PUNCT,O
2870,Date,NOUN,O
,25,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2871,Description,NOUN,O
,SERVICE,NOUN,PDE-B
,CHARGES,NOUN,PDE-I
,REF,PROPN,PDE-I
,:,PUNCT,PDE-I
,300212117,NUM,PDE-L
,.,PUNCT,O
2872,Type,VERB,O
,PAY,NOUN,PDE-U
,.,PUNCT,O
2873,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2874,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,119.07,NUM,PO-U
,.,PUNCT,O
2875,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"7,903.72",NUM,B-U
,.,PUNCT,O
2876,Date,NOUN,O
,26,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2877,Description,NOUN,O
,BCARD1477799240220,ADV,PDE-B
,BW2146935414805500,VERB,PDE-I
,200000,NUM,PDE-L
,Type,NOUN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
2878,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,371.60,NUM,PI-U
,.,PUNCT,O
2879,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2880,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"8,275.32",NUM,B-U
,.,PUNCT,O
2881,Date,NOUN,O
,26,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-I
,.,PUNCT,PDA-L
,Description,NOUN,O
,EXCEL,PROPN,PDE-B
,FOOD,PROPN,PDE-I
,LTD,PROPN,PDE-I
,500000000570143437,NUM,PDE-I
,BILL,PROPN,PDE-L
,Type,PROPN,O
,FPO,PROPN,PT-U
,.,PUNCT,O
2882,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2883,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"3,000.00",NUM,PO-U
,.,PUNCT,O
2884,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"5,275.32",NUM,B-U
,.,PUNCT,O
2885,(,PUNCT,O
,Continued,VERB,O
,on,ADP,O
,next,ADJ,O
,page,NOUN,O
,),PUNCT,O
,Page,NOUN,O
,5,NUM,O
,of,ADP,O
,5,NUM,O
,logo,NOUN,O
,",",PUNCT,O
,Lloyds,PROPN,O
,Bank,PROPN,O
,.,PUNCT,O
2886,06,NUM,ID-B
,October,PROPN,ID-I
,2020,NUM,ID-L
,Lloyds,PROPN,O
,Bank,PROPN,O
,plc,PROPN,O
,.,PUNCT,O
2887,Registered,PROPN,O
,Office,PROPN,O
,:,PUNCT,O
,25,NUM,O
,Gresham,PROPN,O
,Street,PROPN,O
,",",PUNCT,O
,London,PROPN,O
,EC2V,NOUN,O
,7HN,NUM,O
,.,PUNCT,O
2888,Registered,VERB,O
,in,ADP,O
,England,PROPN,O
,and,CCONJ,O
,Wales,PROPN,O
,no,INTJ,O
,.,PUNCT,O
2889,2065,NUM,O
,.,PUNCT,O
2890,Authorised,VERB,O
,by,ADP,O
,the,DET,O
,Prudential,PROPN,O
,Regulation,PROPN,O
,Authority,PROPN,O
,and,CCONJ,O
,regulated,VERB,O
,by,ADP,O
,the,DET,O
,Financial,PROPN,O
,Conduct,PROPN,O
,Authority,PROPN,O
,and,CCONJ,O
,the,DET,O
,Prudential,PROPN,O
,Regulation,PROPN,O
,Authority,PROPN,O
,under,ADP,O
,Registration,PROPN,O
,Number,PROPN,O
,119278,NUM,O
,.,PUNCT,O
,BUSINESS,PROPN,O
,ACCOUNT,PROPN,O
,Sort,PROPN,O
,Code,PROPN,O
,30,NUM,SC-U
,-,SYM,SC-U
,90,NUM,SC-U
,-,PUNCT,SC-U
,90,NUM,SC-U
2891,Account,NOUN,O
,Number,PROPN,O
,31207668,NUM,ANU-U
,Your,DET,O
,Transactions,PROPN,O
,Column,PROPN,O
,Date,PROPN,O
,.,PUNCT,O
2892,Column,PROPN,O
,Description,PROPN,O
,.,PUNCT,O
2893,Column,PROPN,O
,Type,PROPN,O
,.,PUNCT,O
2894,Column,NOUN,O
,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,.,PUNCT,O
2895,Column,NOUN,O
,Money,NOUN,O
,Out,ADV,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,.,PUNCT,O
2896,Column,PROPN,O
,Balance,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,.,PUNCT,O
2897,Date,NOUN,O
,26,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-I
,.,PUNCT,PDA-L
2898,Description,NOUN,O
,TESCO,PROPN,PDE-B
,STORE,NOUN,PDE-I
,2082,NUM,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-L
,.,PUNCT,O
2899,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
2900,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2901,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,37.45,NUM,PO-U
,.,PUNCT,O
2902,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"5,237.87",NUM,B-U
,.,PUNCT,O
2903,Date,NOUN,O
,27,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2904,Description,NOUN,O
,BCARD1477799250220,ADV,PDE-B
,BW2149374975805600,NOUN,PDE-I
,200000,NUM,PDE-L
,Type,NOUN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
2905,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,422.85,NUM,PI-U
,.,PUNCT,O
2906,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
